0.015579951490620969, -3.225568612296163
0.9810487992149006, -3.878767231253465
2.0030000559332457, -4.693460386549581
2.9874760376888387, -6.072367450918577
3.4925024025871663, -7.044182179667757
3.997732161108088, -8.338579193849377
4.999140661944545, -16.572461520469027
5.748290222360078, -24.723664339504634
6.482083564269842, -28.519904608391002
7.985264132043139, -32.564285096840784
9.992098157762266, -35.40304988737078
11.001439009879848, -36.2176413458556
11.997966063774072, -36.709548822096686
12.981831864661885, -37.12070903016836
